"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SDSS-II SN 19201","22:57:01.68","+00:20:11.645,+00:20:11.252","0.100119","II","6",""
"SDSS-II SN 19452","23:37:37.92","+01:00:56.34,+01:00:55.944","0.708419","II","6",""
"SDSS-II SN 19629","02:59:01.056,02:59:01.032","+00:53:50.32,+00:53:49.949","0.134631","II","6",""
"SDSS-II SN 19746","23:22:57.36","+00:42:05.6628,+00:42:05.3028","","II","6",""
"SDSS-II SN 20246","22:50:14.64","+00:38:35.2,+00:38:34.724","","II","6",""
"SDSS-II SN 20264","00:01:19.868,00:01:19.873","-00:01:53.3856,-00:01:53.5908","","II","6",""
"SDSS-II SN 20448","00:32:55.356,00:32:55.3272","+00:34:40.148,+00:34:40.076","0.334672","II","6",""
"SDSS-II SN 20620","23:36:25.44","-00:34:43.1004,-00:34:43.3776","","II","6",""
"SDSS-II SN 20622","00:02:51.375,00:02:51.351","-00:32:03.7752,-00:32:04.02","","II","6",""
"SDSS-II SN 20817","01:37:21.744,01:37:21.696","+01:04:04.8,+01:04:04.296","","II","6",""
"SDSS-II SN 20935","02:28:46.488","+00:51:18.155,+00:51:17.827","","II","6",""
"SDSS-II SN 20976","02:06:50.544,02:06:50.52","-00:18:11.9016,-00:18:12.3084","","II","6",""
"SDSS-II SN 21024","02:55:45.94,02:55:45.936,02:55:45.96","-00:03:04.4,-00:03:04.392,-00:03:04.2408,-00:03:04.4064","0.262555","II","6",""
"SDSS-II SN 21372","00:43:02.88,00:43:02.856","-00:12:17.5356,-00:12:18.1044","","II","6",""
"SDSS-II SN 21444","00:31:09.636,00:31:09.6312","+00:27:57.391,+00:27:56.974","","II","6",""
"SDSS-II SN 21541","00:50:07.32,00:50:07.296","+01:07:13.368,+01:07:13.044","","II","6",""
"SDSS-II SN 21558","00:05:37.0224,00:05:36.9888","-00:35:16.9944,-00:35:17.268","","II","6",""
"SDSS-II SN 21580","02:16:03.84,02:16:03.816","-00:25:10.2504,-00:25:10.6212","","II","6",""
"SDSS-II SN 22086","03:08:54.024","-00:02:14.0208,-00:02:14.298","","II","6",""
"SDSS-II SN 3232","01:48:00.792,01:48:00.744","+00:15:50.224,+00:15:49.766","","II","6",""
"SDSS-II SN 3798","00:45:34.176,00:45:34.128","+00:32:41.939,+00:32:41.672","","II","6",""
"SDSS-II SN 3888","00:29:56.0928,00:29:56.0808","-00:27:19.5192,-00:27:19.7604","0.118243","II","6",""
"SDSS-II SN 4483","00:48:24.072","+00:17:15.958,+00:17:15.45","","II","6",""
"SDSS-II SN 4801","02:09:07.488","+00:14:15.05,+00:14:14.572","","II","6",""
"SDSS-II SN 5449","20:36:24.96","-01:14:53.124,-01:14:53.34","","II","6",""
"SDSS-II SN 5696","23:52:50.16","-00:37:56.1072,-00:37:56.5176","","II","6",""
"SDSS-II SN 6601","02:50:22.92,02:50:22.896","-00:36:22.9176,-00:36:23.3712","","II","6",""
"SDSS-II SN 6675","21:36:49.2","+00:36:58.61,+00:36:58.381","","II","6",""
"SDSS-II SN 7836","00:07:10.4088,00:07:10.3752","-00:04:06.1932,-00:04:06.546","","II","6",""
"SDSS-II SN 8702","02:20:53.544,02:20:53.496","+00:24:23.069,+00:24:22.93","","II","6",""
"SDSS-II SN 9278","22:22:45.36","-00:05:32.4384,-00:05:32.7984","0.365207","II","6",""
"SDSS-II SN 9433","01:08:42.6,01:08:42.576","-00:04:00.8004,-00:04:01.2072","","II","6",""
"SN2006qf","03:51:57.16,03:51:57.24,03:51:57.216,03:51:57.240","-00:23:47.8,-00:23:47.688,-00:23:47.922,-00:23:47.80","0.165514,0.17","II","6",""
"CSS140102:133358+240714","13:33:57.91,13:33:57.93","+24:07:14.2,+24:07:13.7","0.13","II","6",""
"OGLE-2014-SN-031","00:38:38.72","-70:24:48.3","","II","6",""
"PS1-13dkw","00:30:19.05","-01:41:46.8","0.044","II","6",""
"SN2011cb","22:47:07.49,22:47:07.490,22:47:07.00","-64:49:43.4,-64:49:43.39,-64:49:43.0","0.0079","IIb","6",""
"SN2014V","11:49:06.20,11:49:06.199","-09:43:33.7,-09:43:33.71","0.01926","II","6","1"
"ASASSN-17oh","23:58:00.710,23:58:00.737,23:58:00.72","-41:32:02.51,-41:32:02.91,-41:32:02.4,-41:32:02.76","0.023446,0.023446","II","6",""
"Gaia18bda","22:56:54.580,22:56:54.610,22:56:54.48","-37:20:22.27,-37:20:20.90,-37:20:22.2","0.005979","II","6",""
"PS18acw","20:37:08.884,20:37:08.880,20:37:08.88","-04:45:18.38,-04:45:18.3","0.05","II","6",""
"SN2015ae","23:47:06.15,23:47:06.151","+29:29:07.4,+29:29:07.40,+29:29:07.3","0.017","II","6","1"
"SN2016eig","03:07:22.900,03:07:22.922,03:07:22.92","-43:32:38.90,-43:32:38.76","0.03,0.03","II","6","1"
"SN2016fqr","02:52:51.019,02:52:51.030,02:52:51.01","+42:12:25.68,+42:12:25.74,+42:12:25.6","0.012192,0.012192","II","6","1"
"SN2016hwn","12:04:16.880,12:04:16.881,12:04:16.8","+21:48:01.84,+21:48:01.8","0.021451","II","6","1"
"SN2016ios","12:28:52.640,12:28:52.644,12:28:52.56","-11:38:59.71,-11:38:59.64","0.017,0.017","II","6","1"
"SN2017aww","08:37:38.210,08:37:38.220,08:37:38.16","+19:24:14.00,+19:24:13.94,+19:24:14.04","0.0416,0.0416","II","6","1"
"SN2017bel","08:56:46.730,08:56:46.740,08:56:46.8","+29:55:15.20,+29:55:15.51,+29:55:15.24","0.033089","II","6","2"
"SN2017eiy","23:49:28.270,23:49:28.272,23:49:28.32","-30:25:04.69,-30:25:04.8","0.047,0.047","IIb","6","1"
"SN2017gry","03:28:07.940,03:28:07.941,03:28:07.944","-56:34:41.99,-56:34:41.88","0.019337","II P","6",""
"SN2017it","06:10:37.140,06:10:37.144,06:10:37.152","-34:08:27.74,-34:08:27.75,-34:08:27.6","0.043,0.043","II","6",""
"SN2017itr","05:48:54.890,05:48:54.893,05:48:54.888","-33:07:34.57,-33:07:34.68","0.045,0.045","II","6","1"
"SN2017iue","10:56:09.630,10:56:09.634,10:56:09.6","-07:43:43.61,-07:43:43.608","0.052,0.052","II","6","1"
"SN2017izl","13:19:55.340,13:19:55.337,13:19:55.44","-47:17:04.78,-47:17:04.92","0.009566","II","6","1"
"SN2017jmk","23:14:45.130,23:14:45.100,23:14:45.12","+04:31:50.63,+04:31:51.10,+04:31:50.628","0.00947,0.00947,0.00947","II","6","1"
"SN2018abm","08:37:11.430,08:37:11.410,08:37:11.52","+23:11:52.94,+23:11:53.62,+23:11:52.8","0.043,0.043","II","6","1"
"SN2018acj","13:48:40.730,13:48:40.630,13:48:40.72","+43:25:06.15,+43:25:04.70,+43:25:06.1","0.007799","II P","6","1"
"SN2018ant","08:36:31.450,08:36:31.44","-11:49:40.87,-11:49:40.73,-11:49:40.8","0.01968","II","6","1"
"SN2018ass","21:10:19.020,21:10:19.032,21:10:18.96","-29:31:22.40,-29:31:22.44","0.018516,0.018516","II P","6","1"
"SN2018dyh","14:59:12.350,14:59:12.370,14:59:12.24","+71:22:32.95,+71:22:32.99,+71:22:32.88","0.5598","II","6",""
"SN2018ebz","21:46:39.515,21:46:39.510,21:46:39.51","+08:17:51.13,+08:17:51.36,+08:17:51.1","0.036348,0.036348","II P","6","1"
"SN2018fy","09:53:20.038,09:53:20.040,09:53:20.03","-18:25:09.30,-18:25:09.3","0.012,0.012","II","6","1"
"SN2018ggu","07:43:04.672,07:43:04.670","+50:17:22.04,+50:17:22.35","0.0187,0.0187","II P","6",""
"SN2018gwa","07:20:16.740,07:20:16.730,07:20:16.8","+41:20:47.87,+41:20:47.94,+41:20:47.76","0.065947","IIn","6","1"
"SN2018hsc","01:14:44.692,01:14:44.710","+04:06:25.54,+04:06:25.43","0.043,0.043","II","6",""
"SN2018jah","09:07:10.480,09:07:10.470,09:07:10.56","+43:55:14.81,+43:55:14.68,+43:55:14.88","0.057,0.057","II","6","1"
"SN2018ktp","13:03:41.180,13:03:41.174,13:03:41.28","-11:35:54.31,-11:35:54.26,-11:35:54.24","0.02,0.02","II","6","1"
"SN2019asz","15:01:25.097,15:01:25.087","-13:47:28.56,-13:47:28.18","0.024647","II","6","1"
"SN2019bah","04:16:16.980,04:16:17.000,04:16:16.968","-01:38:44.59,-01:38:44.52,-01:38:44.592","0.035,0.035","II","6",""
"SN2019bju","06:06:45.690,06:06:45.725,06:06:45.696,06:06:45.72","-48:50:53.59,-48:50:53.13,-48:50:53.52,-48:50:53.16","0.029,0.029","II","6","1"
"SN2019btk","10:43:26.583,10:43:26.597","+00:59:43.80,+00:59:43.96","0.074,0.074","II","6","1"
"SN2019dxg","16:15:09.931,16:15:09.939","+46:53:28.67,+46:53:28.66","0.045586","II","6","1"
"SN2019ejf","22:52:29.380,22:52:29.329,22:52:29.28","-11:05:26.02,-11:05:25.31,-11:05:26.16,-11:05:25.44","0.025271,0.025271,0.025271","II","6","1"
"SN2019evh","13:20:18.960,13:20:18.96,13:20:18.95","+08:10:49.37,+08:10:49.39,+08:10:49.368,+08:10:49.4","0.05,0.05","II","6",""
"SN2019fbv","12:54:31.880,12:54:31.900,12:54:31.92","+35:17:50.17,+35:17:50.42,+35:17:50.28","0.028,0.028","II","6","1"
"SN2019fcg","21:30:28.510,21:30:28.482,21:30:28.56","-32:36:44.28,-32:36:44.22","0.055,0.055","IIn","6","1"
"SN2019fjp","21:32:42.970,21:32:42.952,21:32:42.96","-36:31:22.69,-36:31:22.74,-36:31:22.8","0.029,0.029","II","6","1"
"SN2019gvy","09:28:17.010,09:28:17.023,09:28:17.04","+26:19:36.44,+26:19:36.42,+26:19:36.48","0.045432,0.045432","IIn","6",""
"SN2019kud","14:44:29.743,14:44:29.726","+33:59:10.10,+33:59:10.26","0.032412,0.032412","IIn","6","1"
"SN2019lkr","16:05:07.980,16:05:07.989,16:05:07.92","+73:35:03.95,+73:35:03.72,+73:35:03.84","0.035,0.035","IIn","6","1"
"SN2019yc","00:39:34.980,00:39:35.000,00:39:34.985","+00:52:04.22,+00:52:04.70,+00:52:04.224","0.014728","II","6","1"
"SN2019zc","00:29:29.384,00:29:29.418,00:29:29.4","-13:28:42.79,-13:28:42.61,-13:28:42.6","0.0176,0.0176","II","6",""
"SN1937A","12:11:08,00:00:00.000,12:11:08.1,12:11:08.79","+50:29.7,+50:29:43.0,+50:29:47.4","0.0026","II","6",""
"SN1995J","12:32:38.34,12:32:38.4,12:32:38.340","+63:53:09.2,+63:53:09.24,+63:53:09.20","0.00989,0.0099","II","5",""
"SN1999B","12:11:16.11,12:11:16.111","+74:48:06.9,+74:48:06.91","0.0056,0.0056","II","5","3"
"SN1999ew","11:26:17.66,11:26:17.659","+46:58:32.7,+46:58:32.70","0.025,0.025","II","5","2"
"SN2000es","04:06:17.87,04:06:17.870","-03:23:18.2,-03:23:18.20","0.074,0.074","II","5",""
"SN2001aj","16:10:30.23,16:10:30.230","+19:57:01.2,+19:57:01.19","0.026,0.026","II","5",""
"SN2001ak","18:17:31.44,18:17:31.440","+18:54:00.8,+18:54:00.79","0.017,0.018","II","5",""
"SN2001df","21:39:18.15,21:39:18.151","-25:29:36.0,-25:29:35.99","0.031,0.031","II","5","1"
"SN2001dz","00:44:43.15,00:44:43.150","+45:25:10.4,+45:25:10.42","0.049","II","5",""
"SN2001ee","07:16:04.12,07:16:04.121,07:16:04.14","+64:42:19.7,+64:42:19.69,+64:42:19.6","0.015","II","5",""
"SN2001hh","22:36:30.40,22:36:30.401","-12:34:08.0,-12:34:08.00","0.025,0.025","II","5","1"
"SN2001Q","11:25:19.77,11:25:19.769","+63:43:15.6,+63:43:15.60","0.012,0.012","II","5","2"
"SN2001Z","12:34:55.87,12:34:55.870","+15:34:07.5,+15:34:07.50","0.046,0.045","II","5",""
"SN2003bv","07:22:11.92,07:22:11.921,07:22:11.928","+40:28:01.5,+40:28:01.49,+40:28:01.59","0.045,0.045","II","5","1"
"SN2004al","09:37:06.66,09:37:06.660,09:37:07.0","-22:10:18.9,-22:10:18.91,-22:10:19.0","0.015,0.015","II","5","1"
"SN2004dh","00:18:00.39,00:18:00.389","+24:33:44.5,+24:33:44.50","0.019327","II","5","1"
"SDSS-II SN 1184","01:32:49.344","+01:01:20.928,+01:01:20.532","0.55031","II","5",""
"SDSS-II SN 13776","23:04:23.52","-00:43:22.9332,-00:43:23.1744","","II","5",""
"SDSS-II SN 13850","23:18:20.4","+00:54:38.272,+00:54:37.933","0.189043","II","5",""
"SDSS-II SN 13962","01:50:10.32,01:50:10.272","+00:40:33.19,+00:40:32.866","0.357473","II","5",""
"SDSS-II SN 14072","22:40:47.52","-00:43:01.2612,-00:43:01.6824","","II","5",""
"SDSS-II SN 14908","23:16:45.36","-01:15:00.936,-01:15:01.044","","II","5",""
"SDSS-II SN 15052","03:21:22.344,03:21:22.32","-00:01:09.3432,-00:01:09.7248","","II","5",""
"SDSS-II SN 15076","03:32:56.784,03:32:56.76","+00:16:42.701,+00:16:42.434","","II","5",""
"SDSS-II SN 15541","23:24:15.84","+00:04:05.927,+00:04:05.513","","II","5",""
"SDSS-II SN 15767","02:56:30.6","+00:14:52.634,+00:14:52.04","","II","5",""
"SDSS-II SN 15783","23:33:42.96","-00:29:21.6996,-00:29:22.272","","II","5",""
"SDSS-II SN 15991","00:32:53.568,00:32:53.5344","+00:01:48.86,+00:01:48.51","","II","5",""
"SDSS-II SN 16749","01:04:37.752,01:04:37.728","-00:28:51.5496,-00:28:51.6684","","II","5",""
"SDSS-II SN 17674","20:58:37.92","+00:31:02.5716,+00:31:02.2512","","II","5",""
"SDSS-II SN 17728","01:13:55.896","+00:55:32.272,+00:55:31.948","0.320351","II","5",""
"SDSS-II SN 17855","03:19:43.536,03:19:43.512","+00:37:59.9,+00:37:59.344","","II","5",""
"SDSS-II SN 17877","03:00:20.472,03:00:20.448","-00:54:50.49,-00:54:50.976","","II","5",""
"SDSS-II SN 18361","00:18:31.325,00:18:31.3176","-00:04:34.8528,-00:04:35.202","","II","5",""
"SDSS-II SN 1838","21:16:59.28,21:16:59.04","+01:05:45.636,+01:05:45.24","","II","5",""
"SDSS-II SN 18660","21:08:18.72,21:08:18.48","+00:02:38.88,+00:02:38.37","","II","5",""
"SDSS-II SN 18776","02:06:33.624,02:06:33.6","-00:52:32.8908,-00:52:33.2112","","II","5",""
"SDSS-II SN 19586","00:50:40.464,00:50:40.44","+00:47:15.241,+00:47:14.881","","II","5",""
"SDSS-II SN 19649","22:14:51.36","-00:44:09.366,-00:44:09.6324","","II","5",""
"SDSS-II SN 19697","01:27:17.616,01:27:17.568","+00:19:09.732,+00:19:09.4368","","II","5",""
"SDSS-II SN 20176","00:13:54.2928,00:13:54.2688","+00:15:25.492,+00:15:25.326","","II","5",""
"SDSS-II SN 20302","02:32:54.288","+00:22:19.877,+00:22:19.61","","II","5",""
"SDSS-II SN 20338","03:04:47.688,03:04:47.664","+01:06:59.076,+01:06:59.112","","II","5",""
"SDSS-II SN 20589","00:25:19.9992,00:25:19.9584","+00:00:11.5,+00:00:10.7","","II","5",""
"SDSS-II SN 21315","21:33:05.52","+00:21:39.802,+00:21:39.362","0.436423","II","5",""
"SDSS-II SN 21374","00:55:47.712,00:55:47.688","-00:14:01.662,-00:14:01.7952","","II","5",""
"SDSS-II SN 21490","20:17:28.56","+00:21:13.73,+00:21:13.597","","II","5",""
"SDSS-II SN 2346","21:39:11.76,21:39:11.52","-00:30:33.5916,-00:30:33.8904","","II","5",""
"SDSS-II SN 3385","21:11:45.6,21:11:45.36","+00:37:51.715,+00:37:51.089","","II","5",""
"SDSS-II SN 3518","01:49:11.232,01:49:11.208","-00:07:09.9552,-00:07:10.2864","","II","5",""
"SDSS-II SN 3572","00:22:50.8416,00:22:50.8176","+00:40:51.809,+00:40:51.434","0.434285","II","5",""
"SDSS-II SN 3656","22:49:22.8","-00:39:39.9888,-00:39:40.2192","","II","5",""
"SDSS-II SN 3856","21:06:24.96","-00:33:02.1348,-00:33:02.124","","II","5",""
"SDSS-II SN 4626","01:34:54.624","-00:43:00.8904,-00:43:01.1064","","II","5",""
"SDSS-II SN 4891","20:28:11.04","+01:06:38.34,+01:06:38.412","","II","5",""
"SDSS-II SN 5122","22:35:39.84","+01:06:52.272,+01:06:51.876","","II","5",""
"SDSS-II SN 5224","00:29:07.1904,00:29:07.1568","-00:56:26.2896,-00:56:26.3832","","II","5",""
"SDSS-II SN 5233","22:23:59.76","+00:48:40.73,+00:48:40.406","0.217327","II","5",""
"SDSS-II SN 5451","21:33:10.56","+00:23:33.76,+00:23:33.378","","II","5",""
"SDSS-II SN 5536","22:28:50.4","+00:16:01.3836,+00:16:00.8832","0.129567","II","5",""
"SDSS-II SN 5873","01:54:07.296,01:54:07.248","-00:41:27.5964,-00:41:27.87","","II","5",""
"SDSS-II SN 6671","20:55:40.8","-01:06:27.612,-01:06:27.936","","II","5",""
"SDSS-II SN 7734","20:36:34.08","+00:41:45.211,+00:41:44.912","","II","5",""
"SDSS-II SN 9152","22:46:28.8","-00:17:27.5676,-00:17:27.8304","","II","5",""
"SN2005ad","02:28:29.45,02:28:29.448,02:28:29.450","-01:08:20.0,-01:08:20.04,-01:08:20.00","0.005398","II","5","1"
"SN2005cv","01:53:42.56,01:53:42.559,01:53:42.42","+29:56:04.3,+29:56:04.31,+29:56:10.5","0.026","II","5",""
"SN2005lr","07:11:39.03,07:11:39.031","-26:42:20.2,-26:42:20.20","0.008572","Ic","5","2"
"SN2008cg","15:54:15.15,15:54:15.149","+10:58:25.0,+10:58:25.00","0.036168","IIn","5","5"
"SN2009af","02:03:36.37,02:03:36.370","+24:04:40.9,+24:04:40.91","0.0089,0.0089","II","5",""
"SN2009at","13:46:26.68,13:46:26.681","+46:06:08.7,+46:06:09.11,+46:06:09.1","0.00501","II","5",""
"SN2009H","02:45:58.36,02:45:58.361","-07:35:00.3,-07:35:00.31","0.0047,0.0047","II","5",""
"CSS121207:090705+115032","09:07:05.21,09:07:05.28","+11:50:31.9,+11:50:31.92","0.067","IIn","5",""
"Gaia15acw","08:49:20.24,08:49:20.4","+36:42:57.2,+36:42:56.88","0.025","II P","5",""
"iPTF13efs","07:55:26.19,07:55:26.12","+52:48:17.9,+52:48:18.0","0.040756","II","5","2"
"PS1-14oa","15:40:17.81","-27:13:48.6,-27:13:48.7","0.03","II","5","1"
"PS1-14wd","11:32:28.390,11:32:28.39","-08:46:23.20,-08:46:23.2","0.03","II","5",""
"SN2013dn","23:37:45.74,23:37:45.739","+14:42:37.1,+14:42:37.12","0.056185","Ia CSM","5","12"
"SN2013gd","03:49:05.64,03:49:05.640","-03:03:28.3,-03:03:28.30","0.013504","II P","5",""
"SN2013hj","09:12:06.29,09:12:06.290","-15:25:46.0,-15:25:45.98,-15:25:45.8","0.0069","II","5","5"
"SN2014Y","07:23:33.39,07:23:33.43,07:23:33.391,07:23:33.38","+54:26:30.2,+54:26:19.5,+54:26:30.19,+54:26:19.8","0.039","IIn","5","1"
"ASASSN-15bb","13:01:06.380,13:01:06.38,13:01:06.24,13:01:06.48","-36:36:00.17,-36:36:00.2,-36:36:00.36","0.01587","II","5",""
"ASASSN-15tm","23:27:35.600,23:27:35.60,23:27:35.66,23:27:35.52","+29:24:31.17,+29:24:31.2,+29:24:30.9,+29:24:31.32","0.016","II P","5",""
"Gaia15aau","12:33:25.83,12:33:25.92","+40:44:35.5,+40:44:35.52","0.03","II","5",""
"Gaia15aez","23:31:27.58,23:31:27.6","+22:50:58.4,+22:50:58.56","0.07","II","5",""
"OGLE16etd","05:39:08.820,05:39:08.83,05:39:08.808","-70:37:13.44,-70:37:13.6","0.034","II","5","1"
"PS15aaa","09:46:20.73","+03:04:22.1","0.019","II","5","1"
"PS15ahr","17:57:52.53","+31:49:29.0","0.04","II","5",""
"PS15bdb","13:55:56.10","+18:43:33.4","0.03","II P","5",""
"PS15btz","02:53:29.43,02:53:29.44","-00:05:01.6","0.166","II?","5",""
"PS16eui","01:54:17.844,01:54:17.840,01:54:17.84","-01:55:23.10,-01:55:23.0","0.062","IIn","5",""
"SN2015bi","14:32:15.310,14:32:15.300,14:32:15.31,14:32:15.36","+26:19:32.02,+26:19:31.60,+26:19:32.0,+26:19:31.44,+26:19:32.16","0.016014,0.016014","IIb","5","2"
"SN2016ccf","08:44:11.050,08:44:11.05,08:44:11.04","+34:42:55.80,+34:42:55.8,+34:42:56.16","0.014126,0.014126","II P","5","1"
"SN2016ccy","13:03:37.170,13:03:37.15","+55:06:11.35,+55:06:11.0","0.03,0.03","II","5","1"
"SN2016cpc","17:13:24.200,17:13:24.210,17:13:24.24","+42:53:41.70,+42:53:42.10,+42:53:41.64","0.02473,0.02473,0.02473","II P","5","1"
"SN2016fho","23:20:38.497,23:20:38.500,23:20:38.50","+48:23:29.59,+48:23:29.6","0.044,0.044","II","5","1"
"SN2016hmq","04:25:04.917,04:25:04.920,04:25:04.91","-07:33:56.22,-07:33:56.2","0.0174","II","5","1"
"SN2016iyc","22:09:14.290,22:09:14.280,22:09:14.4","+21:31:17.33,+21:31:17.51,+21:31:17.4","0.012685,0.012685","IIb","5",""
"SN2016iye","07:45:19.720","-71:24:17.90","0.03,0.03","IIb","5","1"
"SN2016jft","09:43:55.810,09:43:55.870,09:43:55.92","+41:41:17.45,+41:41:17.82,+41:41:17.52","0.0174","II P","5","1"
"SN2016wq","05:14:45.14,05:14:45.142","-14:26:49.2,-14:26:49.24","0.044","II","5","1"
"SN2017dhn","11:11:33.213,11:11:33.210,11:11:33.21","+09:04:19.72,+09:04:19.7","0.074,0.074","II","5","1"
"SN2017ewi","15:59:23.120,15:59:23.110,15:59:23.04","+53:16:35.00,+53:16:35.31,+53:16:35.04","0.043433","II","5","1"
"SN2017fvf","03:17:53.310,03:17:53.304","-07:18:00.97,-07:18:00.972","0.017475","II P","5","1"
"SN2017ggw","02:30:26.890,02:30:26.880,02:30:26.88","-43:00:52.96,-43:00:53.10,-43:00:52.92","0.018513","II","5","1"
"SN2017gua","19:52:17.140,19:52:17.130,19:52:17.04","+58:58:57.40,+58:58:57.65,+58:58:57.36","0.0334","II P","5","1"
"SN2017hbg","07:27:37.350,07:27:37.320,07:27:37.44","+35:36:30.56,+35:36:30.64,+35:36:30.6","0.016,0.016","II","5","1"
"SN2017iwe","13:33:12.080,13:33:12","-16:07:06.02,-16:07:05.88","0.020457","II P","5","1"
"SN2018bas","11:51:11.452,11:51:11.460,11:51:11.44","+16:31:47.45,+16:31:47.40,+16:31:47.5","0.066,0.066","II","5","1"
"SN2018bsg","10:10:28.180,10:10:28.160,10:10:28.08","+02:13:48.50,+02:13:48.76,+02:13:48.504,+02:13:48.756","0.021686,0.021686","IIb","5","1"
"SN2018cbb","16:29:05.428,16:29:05.430,16:29:05.43","+39:53:11.28,+39:53:11.1","0.025,0.025","II","5","1"
"SN2018fvx","05:49:29.400,05:49:29.4","-19:33:20.81,-19:33:20.88","0.02875","II","5","1"
"SN2018ghj","08:21:20.400","+30:46:49.15,+30:46:49.05","0.06465,0.06465","II","5","1"
"SN2018gsa","08:37:30.869,08:37:30.840","+22:36:00.32,+22:36:00.65","0.077,0.077","II","5",""
"SN2018heh","08:50:07.657,08:50:07.660","+21:41:12.57,+21:41:12.50","0.039037","II","5","1"
"SN2018jbj","12:11:22.695,12:11:22.700","+05:45:05.10","0.029,0.029","II","5",""
"SN2018ow","02:51:04.415,02:51:04.410,02:51:04.41","+09:06:44.32,+09:06:44.2","0.01,0.01","IIb","5","1"
"SN2019amq","10:38:35.216,10:38:35.241,10:38:35.21","+06:35:07.33,+06:35:07.57,+06:35:07.2","0.054,0.054","II","5","1"
"SN2019asm","09:06:25.978,09:06:25.97","+23:16:43.22,+23:16:43.2","0.061099","II","5","1"
"SN2019awk","15:07:02.579,15:07:02.574,15:07:02.57","+61:13:42.42,+61:13:42.17,+61:13:42.3","0.044,0.044","II","5",""
"SN2019bfg","14:50:18.301,14:50:18.319,14:50:18.30","+27:55:08.03,+27:55:07.75,+27:55:08.0","0.05,0.05","II","5",""
"SN2019bzd","14:47:32.040,14:47:32.070","-19:45:57.71,-19:45:57.80","0.008659","II P","5","1"
"SN2019cwb","14:24:11.199,14:24:11.186","-13:42:24.38,-13:42:24.34","0.0374,0.0374","II","5",""
"SN2019eev","09:57:05.860,09:57:05.874,09:57:05.85","+08:04:10.17,+08:04:10.23,+08:04:10.1","0.042,0.042","IIb","5",""
"SN2019gqs","11:36:15.772,11:36:15.782,11:36:15.77","+49:09:12.56,+49:09:12.61,+49:09:12.5","0.03787,0.03787","II P","5",""
"SN2019hcn","13:15:31.440,13:15:31.702,13:15:31.44,13:15:31.68","-86:04:07.03,-86:04:06.96","0.018,0.018","II","5","1"
"SN2019hhc","11:21:04.026,11:21:04.024,11:21:04.02","+31:14:57.86,+31:14:57.99,+31:14:57.8","0.023817","II","5",""
"SN2019hqm","17:36:56.188,17:36:56.196,17:36:56.18","+21:06:17.14,+21:06:17.1","0.023893,0.023893","II","5",""
"SN2019klk","12:14:38.440,12:14:38.473","+65:26:51.77,+65:26:51.61","0.058,0.058","II","5","1"
"SN1995V","02:46:26.77,02:46:26.76,02:46:26.770","-00:29:55.6,-00:29:55.68,-00:29:55.61","0.00507,0.0051","II","4",""
"SN1999bx","19:01:41.44,19:01:41.39,19:01:41.441","+40:44:52.3,+40:44:52.0,+40:44:52.30","0.0157","II","4","1"
"SN1999et","04:43:43.53,04:43:43.999","-05:19:19.8,-05:19:09.01","0.016","II","4",""
"SN1999ga","07:36:16.70,07:36:16.699,07:36:23.9","-69:33:21.8,-69:33:21.82,-69:31:48.0","0.00489","II L","4","4"
"SN2000di","01:11:02.01,01:11:02.011","-30:26:31.2,-30:26:31.20","0.02","II","4",""
"SN2001dk","01:22:14.59,01:22:14.590","+34:40:11.3,+34:40:11.32","0.017092","II P","4","1"
"SN2001H","03:40:43.05,03:40:43.051","-06:24:59.1,-06:24:59.11","0.017,0.017","II","4","1"
"SN2001hf","09:05:07.44,09:05:07.46,09:05:07.459","-18:31:04.8,-18:31:04.5,-18:31:04.51","0.015,0.015","II","4","2"
"SN2001R","13:29:16.93,13:29:16.930","+17:02:41.2,+17:02:41.21","0.013,0.013","II","4","1"
"SN2002hc","08:17:06.05,08:17:06.15,08:17:06.149","-27:27:27.0,-27:27:27.8,-27:27:27.79","0.0052","II","4",""
"SN2002hg","10:37:10.60,10:37:10.56,10:37:10.601","+12:39:13.2,+12:39:12.96,+12:39:12.8,+12:39:13.21","0.009637","II","4","1"
"SN2004bm","10:52:35.33,10:52:35.330","+22:56:05.5,+22:56:05.50","0.00419","Ic","4","1"
"SDSS-II SN 11541","03:36:12.768,03:36:12.744","+00:35:09.7008","","II","4",""
"SDSS-II SN 1173","00:49:49.008,00:49:48.984","+00:57:39.172,+00:57:38.722","","II","4",""
"SDSS-II SN 11860","03:06:51.288","-00:14:51.936,-00:14:51.8208","","II","4",""
"SDSS-II SN 12115","01:34:32.736,01:34:32.688","-00:24:51.282,-00:24:51.8112","","II","4",""
"SDSS-II SN 1229","03:03:41.736,03:03:41.712","+01:01:27.192,+01:01:26.688","","II","4",""
"SDSS-II SN 13188","00:33:07.74,00:33:07.7304","+00:55:24.85,+00:55:24.355","","II","4",""
"SDSS-II SN 13208","02:59:22.632,02:59:22.608","-01:13:13.188,-01:13:13.512","0.250924","II","4",""
"SDSS-II SN 13231","01:58:56.544,01:58:56.52","+00:01:00.39,+00:00:59.93","0.360864","II","4",""
"SDSS-II SN 1327","22:30:29.04,22:30:28.8","+00:27:40.658,+00:27:40.338","","II","4",""
"SDSS-II SN 13478","02:21:14.832","-00:15:28.1556,-00:15:28.3788","","II","4",""
